Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
null,null,null,Moderate,Moderate,Unhealthy for Sensitive Groups,null,null,Good,null,null,null,Unhealthy,Moderate,null,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Moderate,Unhealthy,null,null,Good,Good,null,Good,Good,Moderate,Very Unhealthy,Moderate,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,Moderate,Moderate,Moderate,null,null,Good,null,null,null,Unhealthy,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Moderate,null,null,Good,Moderate,null,null,Good,Good,null,Good,Good,Moderate,Unhealthy for Sensitive Groups,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,Moderate,Moderate,Moderate,Moderate,null,null,Good,null,null,null,Unhealthy for Sensitive Groups,Good,null,Good,null,null,Good,Good,Good,null,null,null,Moderate,null,null,Moderate,Moderate,null,null,Moderate,Good,null,Good,Good,Moderate,Moderate,Good,null,null,Good,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,Moderate,Moderate,Moderate,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Moderate,Moderate,null,null,Moderate,Good,null,Moderate,Good,Moderate,Moderate,Good,null,null,Good,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,Moderate,Moderate,Moderate,null,null,Good,null,null,null,Good,Good,Good,Good,null,null,Good,Good,null,null,null,null,Good,null,null,Moderate,Moderate,null,null,Moderate,Good,null,Moderate,Good,Moderate,Moderate,null,null,null,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,Moderate,Good,Moderate,Moderate,null,null,Good,null,null,null,Moderate,Moderate,null,Good,null,null,Good,Good,null,null,null,null,Good,null,null,Moderate,Moderate,null,null,Good,Good,null,Moderate,Good,Good,Good,Moderate,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,null,Moderate,Moderate,null,null,Good,null,null,null,Moderate,Moderate,null,Moderate,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Good,null,Moderate,Moderate,Good,Moderate,Moderate,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,Good,Good,Moderate,null,null,Good,null,null,null,Good,Moderate,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Moderate,Good,Good,Moderate,Good,Good,Moderate,null,Moderate,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,Good,null,Moderate,Moderate,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Moderate,Good,Good,Moderate,Good,Good,null,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,null,Good,Moderate,Moderate,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Good,Good,null,null,null,null,Good,null,null,Good,Moderate,null,null,Good,Good,Good,null,Good,Good,Good,Moderate,null,Moderate,Good,null,Good,null,Good,null,null,null,null,null,null,null
null,null,Moderate,Good,Good,Good,null,null,Good,null,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,Moderate,null,null,Good,Good,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,null,null,null,null,null,null,Good,null,null
null,null,Moderate,null,Good,Good,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Good,null,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Good,Good,Good,Good,Good,Good,null,null,null,Good,null,Good,null,null,null,null,null,null,null,null,null
null,null,null,null,Moderate,Good,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Good,null,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Good,null,null,Good,Good,Moderate,Good,null,null,Good,null,Good,null,null,null,null,null,null,null,null,null
null,null,Moderate,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,null,null,Good,Good,Good,Good,null,null,Good,Good,null,null,null,null,Good,null,null,Good,Unhealthy,null,null,Good,Good,null,Good,Good,Good,Moderate,null,null,Good,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,null,null,Unhealthy for Sensitive Groups,Good,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null
null,null,null,null,Unhealthy for Sensitive Groups,Moderate,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Unhealthy for Sensitive Groups,Good,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Unhealthy for Sensitive Groups,Good,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Moderate,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Moderate,null,null,null,Good,null,null,null,null,Good,null,null,Moderate,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,Moderate,null,null,null,null,null,null,null,null,null,Moderate,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Good,Good,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,Unhealthy,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Moderate,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,Moderate,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Moderate,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,Good,null,null,null,null,null,null,null
null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,Good,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,Good,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null
null,null,null,null,Moderate,null,null,null,null,null,null,null,null,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Moderate,null,Good,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
